     20
      4      4
   1049   1049
  10000
   2381   6705    726   1323
      0      1      1
      0      1      1
      0    1.1      1
      0    1.1      1
      0      0    111      0
     86      0      0      0
      0      0      0    107
      0      0    108    117
    105     91     95     91
    105    115     92    115
    117     80    116    105
     85     85     92     76
     76     77     76    110
    102    100     87     82
    106    105     79     95
     79     92     81     83
     83     98     78     96
     75     97    100     95
    100     77    120    104
     83    102    102    115
    105     85    112     80
    123     77    100     95
     96    108     76    107
    104    109     94    123
      0     61     54     26
     61      0     34     31
     54     34      0     31
     26     31     31      0
      1     10      1
      1      0      0      0
      0      1      0      0
      0      0      1      0
      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 1  1  2  1  5



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


