     20
      3      3
   1049   1049
  10000
   6176   7547   3757
      0      1      1
      0    1.2      1
      0    1.2      1
      0      0     80
      0      0      0
      0    102    123
    123    102      0
    107     76    110
    112     86    110
    117     99     93
     95    104    110
    100    119    101
    115    111    121
    118     85     91
    107     77     97
     84    108     77
     81     82    108
    101    111    100
    117    104     95
     84     79    112
    105    105    114
    114    116     83
     95     85     82
      0     25     27
     25      0     29
     27     29      0
      1      4      1
      1      0      0
      0      1      0
      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 0  1  2  1  2



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


