     20
      3      6
   1049   2098
  10000
   5813   2406   7496    491   6838   4249
      0      1      1
      0    0.8      1
      0    0.8      1
    103     77     75
    120     90      0
      0      0      0
     97      0    106
    103    111     87
     92     95    109
     96     90     81
    112    104    107
    102    102     98
     97    115    123
     77     97     79
     86     87     96
    101    117     81
    121     95     90
     81     98    101
    104    118    118
     79    119     80
     79     92     81
     88     86    121
     87     84    124
      0     65     40
     65      0     46
     40     46      0
      1      3      1
      0      0      1      1      0      0
      1      1      0      0      0      0
      0      0      0      0      1      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 0  4  2  1  4



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


