     20
      3      3
   1049   2098
  10000
   2842   3887   3674
      0    1.1      1
      0    0.8      1
      0    1.1      1
      0      0      0
      0      0    105
      0      0     85
     94      0     90
    100     83    113
    107    108     88
    105    108     75
    110    112     89
    120    105    124
     87     76    119
    101    122     85
    122    116     97
     88    108     86
    110     82    102
    105     97     94
     94     93     86
    103     79     89
    108     94     77
     97     91    108
    101     98    106
      0     44     64
     44      0     60
     64     60      0
      1      4      1
      0      1      1
      1      1      0
      0      1      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 0  2  2  1  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


