     20
      3      6
   1049   2098
  10000
   7847   1724   1589   7053   6464   6321
      0    1.2      1
      0    0.9      1
      0    0.8      1
    151      0      0
      0      0    157
     70    106      0
     31      0      0
    112    101    115
     43     19    129
    126    110     57
    178    156    125
    181      5    169
    138    147    171
    168      3    153
    165    106     46
     50    165     51
    173     82    154
     42    158     88
     46      0    184
    189     95    101
    138     99    110
     30    121    195
    182     67    104
      0     30     54
     30      0     27
     54     27      0
      1      9      1
      0      1      0      0      0      1
      1      0      0      1      0      0
      0      0      1      0      1      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 0  4  2  2  2



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


