     20
      5      5
   1049   1049
  10000
   5707   3787    821   5841   2448
      0    0.8      1
      0    0.9      1
      0    0.8      1
      0    0.8      1
      0    1.2      1
      0      0    180      0      0
     67      0    156      0     22
      0    100      0    158      0
      7      0     67      0      0
     74    156    199    124     89
     41    131    143      5     58
     33    169     31    112    136
    112     72     59      9    121
    113    199     44    170    130
      6     37    167    178     28
    180     91     51     21     70
    185    174     66    161     85
    146    125     93    172    149
    196    104    105     95    130
     60     50    156      9     81
    187     25     50     71    137
    177    180     61    116     90
    116     26    189      1     89
    110     53     89      9     86
    109     43    138    172      8
      0     64     59     45     30
     64      0     42     57     25
     59     42      0     35     55
     45     57     35      0     52
     30     25     55     52      0
      1     10      1
      1      0      0      0      0
      0      1      0      0      0
      0      0      1      0      0
      0      0      0      1      0
      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 2  1  2  2  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


