     20
      5      5
   1049   1049
  10000
   1228    781   4486   5993   4013
      0    0.8      1
      0    0.8      1
      0      1      1
      0    1.2      1
      0    0.9      1
     25      0      0      0    167
    117    112     39      0    119
      0      9     66      0      0
     77      0      6    152      0
    111     92    170     42    178
    185    193     76     69    104
    104     33    116    140    197
     17     38     72     54     84
    141     74     44    110      5
     55     42    156     78    159
     78     40     47    125     62
     85    134    104    160      0
    171     90    109    125    165
     77     53     37    145     64
     51    179    124    138    131
     19    171    165    123     32
     16    120    114    128    146
    142    191     80      7    140
    151     54    196    188    158
    167     29     20     51    130
      0     37     65     42     27
     37      0     65     25     38
     65     65      0     57     37
     42     25     57      0     24
     27     38     37     24      0
      1      9      1
      1      0      0      0      0
      0      1      0      0      0
      0      0      1      0      0
      0      0      0      1      0
      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 2  1  2  2  1



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


