     20
      5      5
   1049   1049
  10000
   3558   4592   6795   3042   2580
      0    1.2      1
      0    0.9      1
      0    0.8      1
      0    0.9      1
      0    0.8      1
    151      0      0    198     46
      0      0    157      0    177
     70    106      0      0     67
     31      0      0     43      0
    112    101    115     76     55
     43     19    129    133    161
    126    110     57    116    120
    178    156    125     18     64
    181      5    169     84     92
    138    147    171     39     50
    168      3    153     16     42
    165    106     46     76      6
     50    165     51    166     54
    173     82    154     33     42
     42    158     88    196     18
     46      0    184     10    184
    189     95    101     40     80
    138     99    110    161     58
     30    121    195    165    144
    182     67    104    164    121
      0     59     59     31     62
     59      0     32     51     63
     59     32      0     53     34
     31     51     53      0     58
     62     63     34     58      0
      1      5      1
      1      0      0      0      0
      0      1      0      0      0
      0      0      1      0      0
      0      0      0      1      0
      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 2  1  2  2  2



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


