     20
      3      3
   1049   1049
  10000
   7073   4883   1940
      0      1      1
      0    0.8      1
      0    0.8      1
      0      0      0
      0      0      0
      0     62      0
     43      0      0
     30     71    122
    193     87    131
    168     66    137
    182     19     51
    109     93    195
      8     40    163
    181      9    193
    190    165     77
    142    121      0
     75    166     49
    106    161     87
    137    147    183
     33     22     30
    190    112     85
    178     42    117
      3    159     44
      0     32     25
     32      0     21
     25     21      0
      1      2      1
      1      0      0
      0      1      0
      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 0  1  2  2  4



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


