     20
      3      3
   1049   1049
  10000
   7787   1621   7734
      0    1.1      1
      0    0.8      1
      0    1.1      1
      0      0      0
      0      0    105
      0      0     85
     94      0     90
    100     83    113
    107    108     88
    105    108     75
    110    112     89
    120    105    124
     87     76    119
    101    122     85
    122    116     97
     88    108     86
    110     82    102
    105     97     94
     94     93     86
    103     79     89
    108     94     77
     97     91    108
    101     98    106
      0     42     50
     42      0     40
     50     40      0
      1      4      1
      1      0      0
      0      1      0
      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 0  1  2  1  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


