     20
      5      5
   1049   1049
  10000
   6502   1702   3850   1077    864
      0      1      1
      0    0.9      1
      0    1.1      1
      0    0.8      1
      0      1      1
      0      0     79      0      0
     87      0      0      0     79
      0    117      0     78      0
     76    123      0     82      0
     84    107    121     80     90
     87     85    122     96     83
    107    122     90    110     80
    113    106    108    119    117
    104     88     80     90    117
    105     82     87     82    107
    101    112     78    118     79
    116     96     87    109    105
    117     76     92    107     75
    111    116    109    100     82
     88     98     84    101     88
    114     94    110     77     92
    101    111     77    116     81
     76    108     98     79     75
    119    122     78    115    113
     98    103     82     80     87
      0     43     62     31     33
     43      0     30     47     58
     62     30      0     55     26
     31     47     55      0     61
     33     58     26     61      0
      1      9      1
      1      0      0      0      0
      0      1      0      0      0
      0      0      1      0      0
      0      0      0      1      0
      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 2  1  2  1  1



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


