     20
      5      5
   1049   1049
  10000
   4384   1775   6612    808   1908
      0      1      1
      0    0.8      1
      0    0.8      1
      0    0.9      1
      0    1.1      1
      0      0      0     78     21
      0      0      0      0      0
      0     62      0     62      0
     43      0      0      0     73
     30     71    122     37    107
    193     87    131    164    116
    168     66    137    159     43
    182     19     51    131     60
    109     93    195    173     83
      8     40    163    134     17
    181      9    193    175    118
    190    165     77    186     44
    142    121      0    191     48
     75    166     49     51     58
    106    161     87    169     77
    137    147    183      1    131
     33     22     30    179    115
    190    112     85    129     71
    178     42    117     64      5
      3    159     44    175    160
      0     51     22     36     64
     51      0     38     58     31
     22     38      0     44     64
     36     58     44      0     30
     64     31     64     30      0
      1      1      1
      1      0      0      0      0
      0      1      0      0      0
      0      0      1      0      0
      0      0      0      1      0
      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 2  1  2  2  4



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


