     20
      3      3
   1049   1049
  10000
   7542   4335   5514
      0    0.8      1
      0    0.8      1
      0      1      1
     25      0      0
    117    112     39
      0      9     66
     77      0      6
    111     92    170
    185    193     76
    104     33    116
     17     38     72
    141     74     44
     55     42    156
     78     40     47
     85    134    104
    171     90    109
     77     53     37
     51    179    124
     19    171    165
     16    120    114
    142    191     80
    151     54    196
    167     29     20
      0     33     60
     33      0     35
     60     35      0
      1      5      1
      1      0      0
      0      1      0
      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 0  1  2  2  1



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


