     20
      4      4
   1049   2098
  10000
    804   4581   3614   1072
      0      1      1
      0    0.9      1
      0    1.1      1
      0    0.8      1
      0      0     79      0
     87      0      0      0
      0    117      0     78
     76    123      0     82
     84    107    121     80
     87     85    122     96
    107    122     90    110
    113    106    108    119
    104     88     80     90
    105     82     87     82
    101    112     78    118
    116     96     87    109
    117     76     92    107
    111    116    109    100
     88     98     84    101
    114     94    110     77
    101    111     77    116
     76    108     98     79
    119    122     78    115
     98    103     82     80
      0     48     52     32
     48      0     21     31
     52     21      0     35
     32     31     35      0
      1      9      1
      1      0      1      0
      2      0      0      0
      0      0      0      2
      1      0      1      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 1  2  2  1  1



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


