     20
      5      5
    913   3652
  10000
   7654   5851   5862   1940   1738
      0    0.8      1
      0    0.9      1
      0    0.8      1
      0    0.8      1
      0    1.2      1
      0      0    180      0      0
     67      0    156      0     22
      0    100      0    158      0
      7      0     67      0      0
     74    156    199    124     89
     41    131    143      5     58
     33    169     31    112    136
    112     72     59      9    121
    113    199     44    170    130
      6     37    167    178     28
    180     91     51     21     70
    185    174     66    161     85
    146    125     93    172    149
    196    104    105     95    130
     60     50    156      9     81
    187     25     50     71    137
    177    180     61    116     90
    116     26    189      1     89
    110     53     89      9     86
    109     43    138    172      8
      0     30     35     55     58
     30      0     60     34     40
     35     60      0     27     50
     55     34     27      0     58
     58     40     50     58      0
      1      9      1
      0      1      1      0      0
      0      0      1      1      0
      0      0      1      0      1
      0      1      0      0      1
      2      0      0      0      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_avgcapF_avgcapC_stcapC_cv_ex = 2  2  2  4  4  1  2  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


