     20
      5      5
   1049   4196
  10000
   4646   2592   5501   3367   6351
      0    1.1      1
      0      1      1
      0    0.8      1
      0      1      1
      0    0.9      1
      0      0      0      0      0
      0      0      1    197     70
    130      0      0      0      0
      0      0      0    197     36
     31     77    141     98    180
    104     51     20     64      0
     75     46      9     39    151
    125     23    199     87    186
    182     31    119    168     31
     24     97    113     93     58
    194    165    153    102     12
    168     31     23     63    165
    185    169     41     79     64
    133     94    116    130     44
     39     65     34     17      0
    195    145    133    142    183
    102     44     95    127     85
     57    110     89    162    119
     37    179     50    150    178
      6    162     36     99     15
      0     51     28     43     57
     51      0     32     37     41
     28     32      0     64     61
     43     37     64      0     33
     57     41     61     33      0
      1     17      1
      0      0      1      1      0
      0      1      0      0      1
      1      0      1      0      0
      0      0      1      1      0
      0      0      1      1      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_avgcapF_avgcapC_stcapC_cv_ex = 2  2  2  2  4  2  2  5



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


