     20
      5      5
    913    913
  10000
   6993   1362   3331   6583   3392
      0    0.8      1
      0    0.8      1
      0      1      1
      0    1.2      1
      0    0.9      1
     25      0      0      0    167
    117    112     39      0    119
      0      9     66      0      0
     77      0      6    152      0
    111     92    170     42    178
    185    193     76     69    104
    104     33    116    140    197
     17     38     72     54     84
    141     74     44    110      5
     55     42    156     78    159
     78     40     47    125     62
     85    134    104    160      0
    171     90    109    125    165
     77     53     37    145     64
     51    179    124    138    131
     19    171    165    123     32
     16    120    114    128    146
    142    191     80      7    140
    151     54    196    188    158
    167     29     20     51    130
      0     43     22     31     45
     43      0     38     29     30
     22     38      0     37     33
     31     29     37      0     40
     45     30     33     40      0
      1      3      1
      1      1      0      0      0
      0      0      0      1      1
      2      0      0      0      0
      0      2      0      0      0
      0      1      1      0      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_avgcapF_avgcapC_stcapC_cv_ex = 2  2  2  4  1  1  2  1



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


