     20
      7     14
   1049   2098
  10000
   4674   4879   6349   1243   2514    555    111   1803   1307   4243   2726   3506   2385   2586
      0      1      1
      0    0.8      1
      0    0.8      1
      0      1      1
      0    1.1      1
      0    1.1      1
      0    0.9      1
    103     77     75      0      0      0      0
    120     90      0    123      0      0      0
      0      0      0     99    116    119      0
     97      0    106      0    122    108     98
    103    111     87     77     77    112    110
     92     95    109    112     93     98    115
     96     90     81    121    122     81     89
    112    104    107     83     82     95    114
    102    102     98    121     77    119     98
     97    115    123    116    113     99    120
     77     97     79    106    109    105     83
     86     87     96     79    112     90    111
    101    117     81    122     75    122     78
    121     95     90     90     79    108    120
     81     98    101     91     78     93     98
    104    118    118    110     94     95     88
     79    119     80     75     76     81    102
     79     92     81     81    107     97    101
     88     86    121     78    101     83     82
     87     84    124    108    112    106    119
      0     36     36     26     34     45     62
     36      0     26     37     46     24     46
     36     26      0     27     23     31     25
     26     37     27      0     24     60     31
     34     46     23     24      0     40     51
     45     24     31     60     40      0     24
     62     46     25     31     51     24      0
      1      8      1
      0      0      0      1      0      1      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      1      0      0      0      1
      0      0      0      0      0      0      0      0      0      0      1      0      1      0
      0      1      0      0      0      0      0      1      0      0      0      0      0      0
      1      0      0      0      1      0      0      0      0      0      0      0      0      0
      0      0      1      0      0      0      0      0      1      0      0      0      0      0
      0      0      0      0      0      0      1      0      0      0      0      1      0      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  4  2  1  4



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


