     20
      6      6
   1049   2098
  10000
   6719   3849   7325   6813   6302   3062
      0      1      1
      0    1.2      1
      0    1.2      1
      0      1      1
      0    0.8      1
      0    0.9      1
      0      0     80     84      0      0
      0      0      0     79      0      0
      0    102    123      0      0      0
    123    102      0     94     97    102
    107     76    110    109    124    114
    112     86    110    118     98    107
    117     99     93     93    110    107
     95    104    110    124    105     93
    100    119    101     87     77     80
    115    111    121    104    119     93
    118     85     91    120     98    114
    107     77     97    124     78     75
     84    108     77    113    115     84
     81     82    108     92    120    117
    101    111    100     91    105     94
    117    104     95     90     91     81
     84     79    112     95     78     92
    105    105    114    110    121    118
    114    116     83     90     94     91
     95     85     82    121    114    121
      0     65     48     30     57     59
     65      0     44     59     45     43
     48     44      0     64     30     36
     30     59     64      0     27     26
     57     45     30     27      0     47
     59     43     36     26     47      0
      1      7      1
      1      0      0      1      0      0
      1      0      1      0      0      0
      0      0      0      0      0      2
      0      1      0      1      0      0
      0      1      0      1      0      0
      0      0      1      1      0      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 3  2  2  1  2



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


