     20
      6      6
   1049   1049
  10000
   6862   2864   6746    388   7404   1066
      0      1      1
      0    0.9      1
      0    1.1      1
      0    0.8      1
      0      1      1
      0      1      1
      0      0     79      0      0      0
     87      0      0      0     79    124
      0    117      0     78      0      0
     76    123      0     82      0     76
     84    107    121     80     90    112
     87     85    122     96     83    116
    107    122     90    110     80     88
    113    106    108    119    117    103
    104     88     80     90    117    118
    105     82     87     82    107     88
    101    112     78    118     79     76
    116     96     87    109    105    102
    117     76     92    107     75     81
    111    116    109    100     82     99
     88     98     84    101     88    107
    114     94    110     77     92    102
    101    111     77    116     81    124
     76    108     98     79     75     91
    119    122     78    115    113    107
     98    103     82     80     87    104
      0     22     22     57     56     44
     22      0     59     33     59     34
     22     59      0     38     52     64
     57     33     38      0     38     65
     56     59     52     38      0     62
     44     34     64     65     62      0
      1      7      1
      1      0      0      0      0      0
      0      1      0      0      0      0
      0      0      1      0      0      0
      0      0      0      1      0      0
      0      0      0      0      1      0
      0      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 3  1  2  1  1



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


