     20
      7      7
   1049   1049
  10000
   6124    858   5050    122   7319   4873   2669
      0      1      1
      0    0.8      1
      0    0.8      1
      0    0.9      1
      0    1.1      1
      0      1      1
      0    0.9      1
      0      0      0     78     21     36      0
      0      0      0      0      0      0    174
      0     62      0     62      0      0     18
     43      0      0      0     73      0      0
     30     71    122     37    107     53    114
    193     87    131    164    116     11     93
    168     66    137    159     43     66      2
    182     19     51    131     60    174     14
    109     93    195    173     83     58    128
      8     40    163    134     17    196    119
    181      9    193    175    118    136    156
    190    165     77    186     44     66      0
    142    121      0    191     48    151    196
     75    166     49     51     58     91    176
    106    161     87    169     77     57    162
    137    147    183      1    131    115     43
     33     22     30    179    115    187     65
    190    112     85    129     71    121     31
    178     42    117     64      5     52     61
      3    159     44    175    160     68    173
      0     49     34     37     57     27     33
     49      0     38     60     33     55     61
     34     38      0     64     49     27     41
     37     60     64      0     32     59     41
     57     33     49     32      0     35     47
     27     55     27     59     35      0     43
     33     61     41     41     47     43      0
      1     10      1
      1      0      0      0      0      0      0
      0      1      0      0      0      0      0
      0      0      1      0      0      0      0
      0      0      0      1      0      0      0
      0      0      0      0      1      0      0
      0      0      0      0      0      1      0
      0      0      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  1  2  2  4



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


