     20
      7     14
   1049   2098
  10000
   2721   5000   2108   5724   1831   2257   5546   1281   7699   7042   7493   1776   4886   5753
      0      1      1
      0      1      1
      0    1.1      1
      0    1.1      1
      0    1.2      1
      0    0.9      1
      0      1      1
      0      0    111      0      0    124      0
     86      0      0      0      0    109    120
      0      0      0    107    124    100      0
      0      0    108    117     87      0    122
    105     91     95     91     93     82     76
    105    115     92    115    116    120    116
    117     80    116    105     79     94     96
     85     85     92     76    102    109    111
     76     77     76    110    103    116    118
    102    100     87     82    106     79     92
    106    105     79     95     98    100    119
     79     92     81     83    120     99     94
     83     98     78     96    110    111    103
     75     97    100     95    118     85    112
    100     77    120    104    120     84    113
     83    102    102    115     97    117    115
    105     85    112     80     80    108    107
    123     77    100     95    119     91     90
     96    108     76    107     89    122    103
    104    109     94    123     96    102    114
      0     31     43     48     40     41     46
     31      0     63     64     24     21     39
     43     63      0     61     26     63     53
     48     64     61      0     41     53     27
     40     24     26     41      0     60     33
     41     21     63     53     60      0     44
     46     39     53     27     33     44      0
      1      6      1
      0      0      0      0      0      0      1      0      0      1      0      0      0      0
      0      0      1      0      0      0      0      0      0      0      0      1      0      0
      1      0      0      0      0      0      0      0      0      0      0      0      0      1
      0      0      0      0      1      0      0      0      0      0      1      0      0      0
      0      0      0      0      0      1      0      0      1      0      0      0      0      0
      0      1      0      0      0      0      0      1      0      0      0      0      0      0
      0      0      0      1      0      0      0      0      0      0      0      0      1      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  4  2  1  5



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


