     20
      6      6
   1049   1049
  10000
   3860   6012   6855   4497   5310   1634
      0      1      1
      0      1      1
      0    1.1      1
      0    1.1      1
      0    1.2      1
      0    0.9      1
      0      0    111      0      0    124
     86      0      0      0      0    109
      0      0      0    107    124    100
      0      0    108    117     87      0
    105     91     95     91     93     82
    105    115     92    115    116    120
    117     80    116    105     79     94
     85     85     92     76    102    109
     76     77     76    110    103    116
    102    100     87     82    106     79
    106    105     79     95     98    100
     79     92     81     83    120     99
     83     98     78     96    110    111
     75     97    100     95    118     85
    100     77    120    104    120     84
     83    102    102    115     97    117
    105     85    112     80     80    108
    123     77    100     95    119     91
     96    108     76    107     89    122
    104    109     94    123     96    102
      0     39     36     62     44     64
     39      0     25     58     61     54
     36     25      0     51     27     47
     62     58     51      0     44     46
     44     61     27     44      0     45
     64     54     47     46     45      0
      1      8      1
      1      0      0      0      0      0
      0      1      0      0      0      0
      0      0      1      0      0      0
      0      0      0      1      0      0
      0      0      0      0      1      0
      0      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 3  1  2  1  5



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


