     20
      7      7
   1049   2098
  10000
   7814   3678   1739   6603   5629   4535   6366
      0      1      1
      0    1.2      1
      0    1.2      1
      0      1      1
      0    0.8      1
      0    0.9      1
      0    0.9      1
      0      0     80     84      0      0      0
      0      0      0     79      0      0     98
      0    102    123      0      0      0     91
    123    102      0     94     97    102      0
    107     76    110    109    124    114     96
    112     86    110    118     98    107    124
    117     99     93     93    110    107    110
     95    104    110    124    105     93    123
    100    119    101     87     77     80     88
    115    111    121    104    119     93     96
    118     85     91    120     98    114     91
    107     77     97    124     78     75     99
     84    108     77    113    115     84     78
     81     82    108     92    120    117     97
    101    111    100     91    105     94     83
    117    104     95     90     91     81    114
     84     79    112     95     78     92     91
    105    105    114    110    121    118     89
    114    116     83     90     94     91    119
     95     85     82    121    114    121    106
      0     36     40     25     47     37     44
     36      0     35     42     51     40     65
     40     35      0     59     38     51     58
     25     42     59      0     51     37     43
     47     51     38     51      0     27     40
     37     40     51     37     27      0     23
     44     65     58     43     40     23      0
      1      7      1
      0      1      1      0      0      0      0
      0      0      1      0      0      1      0
      0      0      1      0      0      1      0
      0      0      2      0      0      0      0
      1      0      0      0      0      1      0
      0      1      0      0      0      0      1
      1      0      1      0      0      0      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  2  2  1  2



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


