     20
      6      6
   1049   1049
  10000
   4569   3280   3049   5213   2727    817
      0      1      1
      0    0.8      1
      0    0.8      1
      0    0.9      1
      0    1.1      1
      0      1      1
      0      0      0     78     21     36
      0      0      0      0      0      0
      0     62      0     62      0      0
     43      0      0      0     73      0
     30     71    122     37    107     53
    193     87    131    164    116     11
    168     66    137    159     43     66
    182     19     51    131     60    174
    109     93    195    173     83     58
      8     40    163    134     17    196
    181      9    193    175    118    136
    190    165     77    186     44     66
    142    121      0    191     48    151
     75    166     49     51     58     91
    106    161     87    169     77     57
    137    147    183      1    131    115
     33     22     30    179    115    187
    190    112     85    129     71    121
    178     42    117     64      5     52
      3    159     44    175    160     68
      0     45     21     33     49     26
     45      0     57     26     58     58
     21     57      0     40     42     52
     33     26     40      0     58     24
     49     58     42     58      0     35
     26     58     52     24     35      0
      1      2      1
      1      0      0      0      0      0
      0      1      0      0      0      0
      0      0      1      0      0      0
      0      0      0      1      0      0
      0      0      0      0      1      0
      0      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 3  1  2  2  4



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


