     20
      7      7
   1049   2098
  10000
   5084   1584   7849   6791   7981   1510   6875
      0    0.8      1
      0    0.9      1
      0    0.8      1
      0    0.8      1
      0    1.2      1
      0    1.2      1
      0      1      1
      0      0    180      0      0    124     58
     67      0    156      0     22      6      0
      0    100      0    158      0      0     65
      7      0     67      0      0      0      0
     74    156    199    124     89     58     79
     41    131    143      5     58     98     14
     33    169     31    112    136     10    136
    112     72     59      9    121    183     98
    113    199     44    170    130    142      4
      6     37    167    178     28     28    117
    180     91     51     21     70    190    121
    185    174     66    161     85    158     34
    146    125     93    172    149     25     35
    196    104    105     95    130    104     96
     60     50    156      9     81    165    197
    187     25     50     71    137    117     14
    177    180     61    116     90    121    191
    116     26    189      1     89     81    176
    110     53     89      9     86    191      8
    109     43    138    172      8    155    183
      0     62     28     51     62     64     42
     62      0     48     50     46     49     51
     28     48      0     55     56     57     27
     51     50     55      0     58     46     34
     62     46     56     58      0     43     60
     64     49     57     46     43      0     50
     42     51     27     34     60     50      0
      1      2      1
      0      1      0      1      0      0      0
      0      0      1      0      0      0      1
      0      0      0      1      0      0      1
      1      1      0      0      0      0      0
      0      1      0      0      0      1      0
      0      0      0      0      0      1      1
      0      0      0      0      0      2      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  2  2  2  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


