     20
      7     14
   1049   2098
  10000
   4781    953   3586   1293   6142   4926   7717   2921   7891   7413   4882   5269   7492   7647
      0    1.1      1
      0    0.8      1
      0    1.1      1
      0    0.9      1
      0    1.2      1
      0    0.8      1
      0    0.8      1
      0      0      0      0      0      0      0
      0      0    105      0      0     85    114
      0      0     85     87    104      0    110
     94      0     90    112     91      0      0
    100     83    113    106     85     78    100
    107    108     88    110     93     86     83
    105    108     75    103     76     75    112
    110    112     89    108     77    114    119
    120    105    124    122     88    122    114
     87     76    119    111     86     75    124
    101    122     85    106    106     84    123
    122    116     97    118    115    124     91
     88    108     86    113     85    122     93
    110     82    102    107     97    110    100
    105     97     94     87    100    102    111
     94     93     86     77     83    105    121
    103     79     89    124    115     76    124
    108     94     77     94    110     94    117
     97     91    108    110     95    116    102
    101     98    106     98    121    102    101
      0     44     34     61     58     57     27
     44      0     24     26     63     26     24
     34     24      0     40     49     38     30
     61     26     40      0     38     61     53
     58     63     49     38      0     54     21
     57     26     38     61     54      0     49
     27     24     30     53     21     49      0
      1      1      1
      0      0      0      0      0      0      1      0      0      0      0      0      0      1
      0      0      0      0      0      0      0      0      1      0      0      0      1      0
      0      1      0      0      0      0      0      0      0      0      0      1      0      0
      0      0      1      0      0      0      0      0      0      1      0      0      0      0
      1      0      0      0      0      0      0      0      0      0      1      0      0      0
      0      0      0      1      0      1      0      0      0      0      0      0      0      0
      0      0      0      0      1      0      0      1      0      0      0      0      0      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  4  2  1  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


