     20
      7     14
   1049   2098
  10000
   5813   2783   4280    461   6932   3054   4926   5793   1040    633   3926    524   3043    291
      0    0.8      1
      0    0.9      1
      0    0.8      1
      0    0.8      1
      0    1.2      1
      0    1.2      1
      0      1      1
      0      0    180      0      0    124     58
     67      0    156      0     22      6      0
      0    100      0    158      0      0     65
      7      0     67      0      0      0      0
     74    156    199    124     89     58     79
     41    131    143      5     58     98     14
     33    169     31    112    136     10    136
    112     72     59      9    121    183     98
    113    199     44    170    130    142      4
      6     37    167    178     28     28    117
    180     91     51     21     70    190    121
    185    174     66    161     85    158     34
    146    125     93    172    149     25     35
    196    104    105     95    130    104     96
     60     50    156      9     81    165    197
    187     25     50     71    137    117     14
    177    180     61    116     90    121    191
    116     26    189      1     89     81    176
    110     53     89      9     86    191      8
    109     43    138    172      8    155    183
      0     22     56     62     62     47     58
     22      0     54     46     35     23     43
     56     54      0     52     42     43     40
     62     46     52      0     60     39     22
     62     35     42     60      0     34     35
     47     23     43     39     34      0     34
     58     43     40     22     35     34      0
      1      9      1
      0      0      0      1      0      1      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      1      0      0      0      1
      1      0      0      0      0      0      0      0      0      0      0      1      0      0
      0      0      1      0      0      0      0      0      0      0      1      0      0      0
      0      0      0      0      0      0      0      1      1      0      0      0      0      0
      0      1      0      0      0      0      1      0      0      0      0      0      0      0
      0      0      0      0      1      0      0      0      0      0      0      0      1      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  4  2  2  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


