     20
      7      7
   1049   1049
  10000
   6905   1500   6595   3249   5296   2565   6000
      0    0.8      1
      0    0.9      1
      0    0.8      1
      0    0.8      1
      0    1.2      1
      0    1.2      1
      0      1      1
      0      0    180      0      0    124     58
     67      0    156      0     22      6      0
      0    100      0    158      0      0     65
      7      0     67      0      0      0      0
     74    156    199    124     89     58     79
     41    131    143      5     58     98     14
     33    169     31    112    136     10    136
    112     72     59      9    121    183     98
    113    199     44    170    130    142      4
      6     37    167    178     28     28    117
    180     91     51     21     70    190    121
    185    174     66    161     85    158     34
    146    125     93    172    149     25     35
    196    104    105     95    130    104     96
     60     50    156      9     81    165    197
    187     25     50     71    137    117     14
    177    180     61    116     90    121    191
    116     26    189      1     89     81    176
    110     53     89      9     86    191      8
    109     43    138    172      8    155    183
      0     35     64     48     21     25     41
     35      0     41     53     57     34     37
     64     41      0     27     48     42     44
     48     53     27      0     27     41     37
     21     57     48     27      0     21     22
     25     34     42     41     21      0     51
     41     37     44     37     22     51      0
      1      1      1
      1      0      0      0      0      0      0
      0      1      0      0      0      0      0
      0      0      1      0      0      0      0
      0      0      0      1      0      0      0
      0      0      0      0      1      0      0
      0      0      0      0      0      1      0
      0      0      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  1  2  2  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


