     20
      6      6
   1049   1049
  10000
   1646   6897   1112   7089   2830   5718
      0    1.1      1
      0    0.8      1
      0    1.1      1
      0    0.9      1
      0    1.2      1
      0    0.8      1
      0      0      0      0      0      0
      0      0    105      0      0     85
      0      0     85     87    104      0
     94      0     90    112     91      0
    100     83    113    106     85     78
    107    108     88    110     93     86
    105    108     75    103     76     75
    110    112     89    108     77    114
    120    105    124    122     88    122
     87     76    119    111     86     75
    101    122     85    106    106     84
    122    116     97    118    115    124
     88    108     86    113     85    122
    110     82    102    107     97    110
    105     97     94     87    100    102
     94     93     86     77     83    105
    103     79     89    124    115     76
    108     94     77     94    110     94
     97     91    108    110     95    116
    101     98    106     98    121    102
      0     64     54     48     34     48
     64      0     40     35     33     45
     54     40      0     27     31     54
     48     35     27      0     39     37
     34     33     31     39      0     38
     48     45     54     37     38      0
      1      4      1
      1      0      0      0      0      0
      0      1      0      0      0      0
      0      0      1      0      0      0
      0      0      0      1      0      0
      0      0      0      0      1      0
      0      0      0      0      0      1





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 3  1  2  1  3



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


