     20
      7     14
   1049   2098
  10000
   4636   2372   6784   4109   4174   6784   6739   4440   7702    211   5182   6478   2007   1974
      0      1      1
      0    0.8      1
      0    0.8      1
      0    0.9      1
      0    1.1      1
      0      1      1
      0    0.9      1
      0      0      0     78     21     36      0
      0      0      0      0      0      0    174
      0     62      0     62      0      0     18
     43      0      0      0     73      0      0
     30     71    122     37    107     53    114
    193     87    131    164    116     11     93
    168     66    137    159     43     66      2
    182     19     51    131     60    174     14
    109     93    195    173     83     58    128
      8     40    163    134     17    196    119
    181      9    193    175    118    136    156
    190    165     77    186     44     66      0
    142    121      0    191     48    151    196
     75    166     49     51     58     91    176
    106    161     87    169     77     57    162
    137    147    183      1    131    115     43
     33     22     30    179    115    187     65
    190    112     85    129     71    121     31
    178     42    117     64      5     52     61
      3    159     44    175    160     68    173
      0     54     38     56     23     43     49
     54      0     48     46     52     26     38
     38     48      0     27     29     48     60
     56     46     27      0     49     25     55
     23     52     29     49      0     57     42
     43     26     48     25     57      0     37
     49     38     60     55     42     37      0
      1      9      1
      0      0      0      1      0      0      1      0      0      0      0      0      0      0
      1      0      0      0      0      0      0      0      0      1      0      0      0      0
      0      0      0      0      0      0      0      0      1      0      0      0      1      0
      0      1      0      0      0      0      0      0      0      0      0      1      0      0
      0      0      1      0      1      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      1      0      0      0      0      0      1
      0      0      0      0      0      1      0      0      0      0      1      0      0      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 4  4  2  2  4



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


