     20
      6      6
   1049   2098
  10000
   1342   4257   1955   1551   4627   5020
      0    1.2      1
      0    0.9      1
      0    0.8      1
      0    0.9      1
      0    0.8      1
      0    0.9      1
    151      0      0    198     46      0
      0      0    157      0    177      0
     70    106      0      0     67      0
     31      0      0     43      0     77
    112    101    115     76     55    158
     43     19    129    133    161     92
    126    110     57    116    120    186
    178    156    125     18     64     21
    181      5    169     84     92     77
    138    147    171     39     50    147
    168      3    153     16     42    109
    165    106     46     76      6    161
     50    165     51    166     54     78
    173     82    154     33     42    150
     42    158     88    196     18     38
     46      0    184     10    184    117
    189     95    101     40     80     83
    138     99    110    161     58     41
     30    121    195    165    144    156
    182     67    104    164    121    138
      0     62     37     35     55     47
     62      0     24     36     24     60
     37     24      0     49     62     58
     35     36     49      0     43     47
     55     24     62     43      0     63
     47     60     58     47     63      0
      1      5      1
      1      0      1      0      0      0
      0      1      0      0      0      1
      1      0      0      0      1      0
      0      1      0      0      1      0
      0      0      0      2      0      0
      0      1      0      0      1      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 3  2  2  2  2



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


