     20
      6      6
   1049   2098
  10000
   6956   3850   3322   3563   3229   5300
      0    1.1      1
      0      1      1
      0    0.8      1
      0      1      1
      0    0.9      1
      0    0.8      1
      0      0      0      0      0      0
      0      0      1    197     70      0
    130      0      0      0      0     10
      0      0      0    197     36    140
     31     77    141     98    180    157
    104     51     20     64      0     21
     75     46      9     39    151     80
    125     23    199     87    186     68
    182     31    119    168     31    130
     24     97    113     93     58     54
    194    165    153    102     12    108
    168     31     23     63    165    139
    185    169     41     79     64     90
    133     94    116    130     44     84
     39     65     34     17      0     44
    195    145    133    142    183    142
    102     44     95    127     85     13
     57    110     89    162    119    141
     37    179     50    150    178    149
      6    162     36     99     15     46
      0     28     35     64     30     54
     28      0     53     29     41     65
     35     53      0     32     59     36
     64     29     32      0     27     27
     30     41     59     27      0     29
     54     65     36     27     29      0
      1      1      1
      1      0      0      0      1      0
      0      0      0      1      1      0
      1      0      0      0      1      0
      0      0      0      1      1      0
      0      0      0      0      0      2
      1      0      0      1      0      0





________________________________________________________
ILSSCS_numF_structureFP_sizeP_cv_ex = 3  2  2  2  5



* Data independent of cutting pattern *

T
F	P
capF	capC
W
w_p
vc_f	hc_f	vt_f
d_tf
st_fq
vc_j	st_j	vt_j
r_fp


